,steer,nombre,vitesse
4004,0.01,31907.0,21.0
4005,0.0,31908.0,21.0
4006,0.0,31909.0,21.0
4007,-0.0,31911.0,20.0
4008,-0.0,31910.0,21.0
4009,0.0,31912.0,20.0
4010,0.0,31913.0,20.0
4011,0.0,31914.0,20.0
4012,-0.0,31915.0,20.0
4013,-0.01,31916.0,20.0
4014,-0.02,31917.0,21.0
4015,-0.01,31918.0,21.0
4016,-0.01,31919.0,22.0
4017,-0.01,31920.0,22.0
4018,-0.01,31921.0,22.0
4019,-0.01,31922.0,22.0
4020,-0.0,31923.0,22.0
4021,0.0,31924.0,22.0
4022,0.0,31925.0,22.0
4023,0.0,31926.0,22.0
4024,-0.0,31927.0,22.0
4025,0.01,31928.0,22.0
4026,0.0,31929.0,21.0
4027,0.0,31931.0,21.0
4028,0.0,31930.0,21.0
4029,-0.0,31932.0,21.0
4030,0.0,31933.0,21.0
4031,0.0,31934.0,20.0
4032,0.0,31935.0,20.0
4033,-0.0,31936.0,20.0
4034,-0.0,31937.0,20.0
4035,0.0,31938.0,20.0
4036,-0.01,31939.0,20.0
4037,-0.01,31940.0,20.0
4038,-0.01,31941.0,21.0
4039,-0.02,31942.0,21.0
4040,0.0,31943.0,22.0
4041,-0.01,31945.0,22.0
4042,-0.01,31944.0,22.0
4043,-0.01,31946.0,22.0
4044,-0.01,31947.0,22.0
4045,-0.01,31948.0,22.0
4046,0.0,31949.0,22.0
4047,0.01,31950.0,22.0
4048,0.0,31951.0,22.0
4049,-0.0,31952.0,21.0
4050,-0.0,31953.0,21.0
4051,0.0,31955.0,21.0
4052,0.0,31954.0,21.0
4053,0.0,31956.0,21.0
4054,-0.0,31957.0,21.0
4055,-0.0,31958.0,20.0
4056,0.01,31959.0,20.0
4057,0.0,31960.0,20.0
4058,0.0,31961.0,20.0
4059,-0.0,31962.0,20.0
4060,-0.01,31963.0,20.0
4061,-0.01,31964.0,20.0
4062,-0.01,31965.0,21.0
4063,-0.01,31966.0,21.0
4064,-0.01,31967.0,22.0
4065,-0.01,31968.0,22.0
4066,-0.01,31969.0,22.0
4067,-0.01,31970.0,22.0
4068,-0.0,31971.0,22.0
4069,-0.0,31972.0,22.0
4070,0.0,31973.0,22.0
4071,0.0,31974.0,22.0
4072,0.01,31975.0,22.0
4073,0.0,31976.0,21.0
4074,0.0,31977.0,21.0
4075,0.0,31978.0,21.0
4076,-0.0,31979.0,21.0
4077,0.0,31980.0,21.0
4078,0.0,31981.0,20.0
4079,0.0,31982.0,20.0
4080,-0.0,31983.0,20.0
4081,-0.01,31984.0,20.0
4082,0.0,31985.0,20.0
4083,0.0,31986.0,20.0
4084,-0.0,31987.0,20.0
4085,-0.01,31988.0,20.0
4086,-0.02,31989.0,21.0
4087,-0.01,31991.0,22.0
4088,-0.01,31990.0,22.0
4089,-0.01,31992.0,22.0
4090,-0.01,31993.0,22.0
4091,-0.01,31994.0,22.0
4092,-0.0,31995.0,22.0
4093,0.0,31996.0,22.0
4094,0.0,31997.0,22.0
4095,0.0,31998.0,22.0
4096,-0.0,31999.0,22.0
4097,0.01,32000.0,22.0
4098,0.0,32001.0,21.0
4099,0.0,32002.0,21.0
4100,-0.0,32003.0,21.0
4101,-0.0,32004.0,21.0
4102,0.01,32005.0,21.0
4103,0.0,32006.0,20.0
4104,0.0,32007.0,20.0
4105,-0.0,32008.0,20.0
4106,-0.0,32009.0,20.0
4107,0.0,32010.0,20.0
4108,0.0,32011.0,20.0
4109,-0.0,32012.0,20.0
4110,-0.01,32013.0,21.0
4111,-0.02,32014.0,21.0
4112,-0.01,32015.0,22.0
4113,-0.01,32016.0,22.0
4114,-0.01,32017.0,22.0
4115,-0.01,32018.0,22.0
4116,-0.01,32019.0,22.0
4117,-0.0,32020.0,22.0
4118,0.01,32021.0,22.0
4119,0.0,32023.0,22.0
4120,0.01,32022.0,22.0
4121,0.01,32024.0,21.0
4122,0.01,32025.0,21.0
4123,0.01,32026.0,21.0
4124,0.0,32028.0,21.0
4125,0.0,32027.0,21.0
4126,-0.0,32029.0,21.0
4127,0.0,32031.0,20.0
4128,0.01,32030.0,20.0
4129,0.0,32032.0,20.0
4130,-0.0,32033.0,20.0
4131,-0.0,32034.0,20.0
4132,-0.01,32035.0,20.0
4133,-0.0,32036.0,20.0
4134,-0.01,32037.0,21.0
4135,-0.01,32038.0,21.0
4136,-0.01,32039.0,22.0
4137,-0.02,32040.0,22.0
4138,-0.01,32041.0,22.0
4139,-0.01,32042.0,22.0
4140,-0.0,32043.0,22.0
4141,-0.0,32044.0,22.0
4142,0.0,32045.0,22.0
4143,0.01,32046.0,22.0
4144,0.01,32047.0,22.0
4145,0.0,32048.0,22.0
4146,-0.0,32049.0,21.0
4147,-0.01,32050.0,21.0
4148,-0.01,32051.0,20.0
4149,-2.05,32052.0,20.0
4150,-1.88,32053.0,20.0
4151,-1.18,32055.0,21.0
4152,-1.33,32054.0,21.0
4153,-5.07,32056.0,22.0
4154,-5.07,32057.0,22.0
4155,-4.59,32058.0,22.0
4156,-4.05,32061.0,22.0
4157,-4.05,32059.0,22.0
4158,-4.05,32060.0,22.0
4159,-3.07,32065.0,22.0
4160,-3.07,32064.0,22.0
4161,-3.54,32063.0,22.0
4162,-3.54,32062.0,22.0
4163,-7.48,32066.0,22.0
4164,-7.48,32069.0,22.0
4165,-7.48,32068.0,22.0
4166,-7.48,32067.0,22.0
4167,-5.84,32073.0,21.0
4168,-6.56,32070.0,21.0
4169,-6.56,32072.0,21.0
4170,-6.56,32071.0,21.0
4171,-5.16,32074.0,21.0
4172,-4.55,32075.0,21.0
4173,-8.85,32076.0,21.0
4174,-8.35,32077.0,21.0
4175,-6.73,32079.0,20.0
4176,-7.55,32078.0,20.0
4177,-5.29,32080.0,20.0
4178,-5.29,32081.0,20.0
4179,-4.69,32082.0,20.0
4180,-9.18,32083.0,20.0
4181,-8.65,32084.0,21.0
4182,-7.79,32085.0,21.0
4183,-6.88,32086.0,22.0
4184,-5.27,32087.0,22.0
4185,-4.59,32088.0,22.0
4186,-4.59,32089.0,22.0
4187,-9.27,32090.0,22.0
4188,-8.74,32091.0,22.0
4189,-7.87,32092.0,22.0
4190,-6.97,32093.0,22.0
4191,-6.13,32094.0,22.0
4192,-5.38,32095.0,22.0
4193,-9.62,32096.0,21.0
4194,-9.02,32097.0,21.0
4195,-7.22,32098.0,21.0
4196,-7.22,32099.0,21.0
4197,-6.38,32100.0,21.0
4198,-5.64,32101.0,20.0
4199,-9.06,32103.0,20.0
4200,-9.68,32102.0,20.0
4201,-8.17,32104.0,20.0
4202,-7.29,32105.0,20.0
4203,-6.47,32106.0,20.0
4204,-5.72,32107.0,21.0
4205,-5.04,32108.0,21.0
4206,-9.4,32109.0,22.0
4207,-8.78,32110.0,22.0
4208,-7.85,32111.0,22.0
4209,-6.9,32112.0,22.0
4210,-6.01,32113.0,22.0
4211,-5.23,32114.0,22.0
4212,-9.48,32115.0,22.0
4213,-8.85,32116.0,22.0
4214,-7.0,32117.0,22.0
4215,-7.0,32118.0,22.0
4216,-5.38,32119.0,21.0
4217,-5.38,32120.0,21.0
4218,-4.72,32121.0,21.0
4219,-9.37,32122.0,21.0
4220,-8.83,32123.0,21.0
4221,-7.98,32124.0,20.0
4222,-7.1,32125.0,20.0
4223,-6.29,32126.0,20.0
4224,-9.77,32128.0,20.0
4225,-9.77,32127.0,20.0
4226,-9.14,32129.0,20.0
4227,-8.25,32130.0,20.0
4228,-7.34,32131.0,21.0
4229,-6.47,32132.0,21.0
4230,-5.66,32133.0,22.0
4231,-4.94,32134.0,22.0
4232,-9.43,32135.0,22.0
4233,-8.8,32136.0,22.0
4234,-7.86,32137.0,22.0
4235,-6.89,32138.0,22.0
4236,-6.01,32139.0,22.0
4237,-5.23,32140.0,22.0
4238,-9.57,32141.0,22.0
4239,-8.93,32142.0,21.0
4240,-8.01,32143.0,21.0
4241,-7.08,32144.0,21.0
4242,-6.22,32145.0,21.0
4243,-4.8,32147.0,21.0
4244,-5.46,32146.0,21.0
4245,-9.45,32148.0,20.0
4246,-8.89,32149.0,20.0
4247,-8.03,32150.0,20.0
4248,-7.15,32151.0,20.0
4249,-6.34,32152.0,20.0
4250,-5.61,32153.0,20.0
4251,-4.96,32154.0,21.0
4252,-9.46,32156.0,22.0
4253,-4.36,32155.0,21.0
4254,-8.94,32157.0,22.0
4255,-8.03,32158.0,22.0
4256,-7.07,32159.0,22.0
4257,-6.18,32160.0,22.0
4258,-5.38,32161.0,22.0
4259,-9.83,32162.0,22.0
4260,-8.25,32163.0,22.0
4261,-8.25,32164.0,22.0
4262,-7.29,32165.0,22.0
4263,-6.4,32166.0,21.0
4264,-5.61,32167.0,21.0
4265,-4.93,32168.0,21.0
4266,-9.63,32169.0,21.0
4267,-9.07,32170.0,21.0
4268,-8.2,32171.0,20.0
4269,-7.31,32172.0,20.0
4270,-6.47,32173.0,20.0
4271,-5.73,32174.0,20.0
4272,-5.08,32175.0,20.0
4273,-9.7,32176.0,20.0
4274,-9.12,32177.0,21.0
4275,-8.2,32178.0,21.0
4276,-7.24,32179.0,22.0
4277,-5.53,32180.0,22.0
4278,-5.53,32181.0,22.0
4279,-4.82,32182.0,22.0
4280,-9.53,32183.0,22.0
4281,-8.97,32184.0,22.0
4282,-8.06,32185.0,22.0
4283,-7.13,32186.0,22.0
4284,-6.26,32187.0,22.0
4285,-5.49,32188.0,22.0
4286,-4.82,32189.0,21.0
4287,-9.47,32190.0,21.0
4288,-8.97,32191.0,21.0
4289,-8.13,32192.0,21.0
4290,-7.25,32193.0,21.0
4291,-6.43,32194.0,20.0
4292,-5.69,32195.0,20.0
4293,-7.49,32196.0,20.0
4294,-6.91,32197.0,20.0
4295,-6.22,32198.0,20.0
4296,-5.55,32199.0,20.0
4297,-4.39,32201.0,21.0
4298,-4.39,32200.0,21.0
4299,-4.81,32202.0,21.0
4300,-4.33,32203.0,22.0
4301,-3.82,32204.0,22.0
4302,-3.34,32205.0,22.0
4303,-2.91,32206.0,22.0
4304,-2.79,32207.0,22.0
4305,-2.45,32208.0,22.0
4306,-2.13,32209.0,22.0
4307,-1.85,32210.0,22.0
4308,-1.44,32212.0,22.0
4309,-1.61,32211.0,22.0
4310,-1.26,32213.0,21.0
4311,-1.1,32214.0,21.0
4312,-0.96,32215.0,21.0
4313,-0.84,32216.0,21.0
4314,-0.72,32217.0,21.0
4315,-0.54,32219.0,20.0
4316,-0.62,32218.0,20.0
4317,-0.48,32220.0,20.0
4318,-0.42,32221.0,20.0
4319,-0.36,32222.0,20.0
4320,-0.32,32223.0,20.0
4321,-0.29,32224.0,20.0
4322,-0.26,32225.0,21.0
4323,-0.23,32226.0,21.0
4324,-0.33,32227.0,22.0
4325,-0.31,32228.0,22.0
4326,-0.27,32229.0,22.0
4327,-0.24,32230.0,22.0
4328,-0.21,32231.0,22.0
4329,-0.39,32232.0,22.0
4330,-0.37,32233.0,22.0
4331,-0.29,32235.0,22.0
4332,-0.33,32234.0,22.0
4333,-0.26,32236.0,22.0
4334,-0.48,32237.0,21.0
4335,-0.45,32238.0,21.0
4336,-0.41,32239.0,21.0
4337,-0.36,32240.0,21.0
4338,-0.32,32241.0,21.0
4339,-0.54,32242.0,20.0
4340,-0.51,32243.0,20.0
4341,-0.46,32244.0,20.0
4342,-0.41,32245.0,20.0
4343,-0.37,32246.0,20.0
4344,-0.33,32247.0,20.0
4345,-0.57,32248.0,20.0
4346,-0.55,32249.0,21.0
4347,-0.49,32250.0,21.0
4348,-0.44,32251.0,22.0
4349,-0.38,32252.0,22.0
4350,-0.61,32253.0,22.0
4351,-0.56,32254.0,22.0
4352,-0.5,32255.0,22.0
4353,-0.43,32256.0,22.0
4354,-0.37,32257.0,22.0
4355,-0.6,32258.0,22.0
4356,-0.56,32259.0,21.0
4357,-0.5,32260.0,20.0
4358,-0.45,32261.0,17.0
4359,-0.31,32262.0,13.0
4360,0.0,32263.0,9.0
4361,0.0,32264.0,5.0
4362,0.0,32265.0,1.0
4363,0.0,32277.0,1.0
4364,2.43,32278.0,3.0
4365,2.39,32279.0,4.0
4366,2.33,32280.0,5.0
4367,2.26,32281.0,7.0
4368,2.17,32282.0,8.0
4369,2.06,32283.0,9.0
4370,1.95,32284.0,10.0
4371,1.83,32285.0,11.0
4372,1.71,32286.0,12.0
4373,1.58,32287.0,13.0
4374,9.46,32288.0,14.0
4375,9.37,32289.0,15.0
4376,7.97,32291.0,18.0
4377,8.73,32290.0,16.0
4378,7.19,32292.0,19.0
4379,6.45,32293.0,20.0
4380,16.87,32295.0,20.0
4381,16.87,32294.0,20.0
4382,15.69,32296.0,20.0
4383,14.3,32297.0,20.0
4384,24.31,32298.0,20.0
4385,23.42,32299.0,20.0
4386,21.68,32300.0,20.0
4387,19.78,32301.0,20.0
4388,29.76,32302.0,21.0
4389,28.41,32303.0,22.0
4390,26.08,32304.0,23.0
4391,35.94,32305.0,24.0
4392,30.75,32307.0,26.0
4393,33.77,32306.0,25.0
4394,40.49,32308.0,26.0
4395,37.88,32309.0,26.0
4396,34.48,32310.0,27.0
4397,31.01,32311.0,27.0
4398,40.57,32312.0,27.0
4399,38.37,32313.0,27.0
4400,41.17,32315.0,27.0
4401,35.57,32314.0,27.0
4402,37.91,32316.0,27.0
4403,34.25,32317.0,27.0
4404,27.77,32319.0,27.0
4405,30.74,32318.0,27.0
4406,24.27,32320.0,28.0
4407,21.09,32321.0,28.0
4408,18.29,32322.0,28.0
4409,13.81,32323.0,28.0
4410,11.3,32324.0,28.0
4411,9.29,32325.0,28.0
4412,7.69,32326.0,28.0
4413,1.94,32327.0,28.0
4414,1.94,32328.0,28.0
4415,1.2,32329.0,28.0
4416,0.76,32330.0,28.0
4417,-2.66,32331.0,28.0
4418,-2.92,32332.0,28.0
4419,-2.8,32333.0,27.0
4420,-2.55,32334.0,25.0
4421,-5.0,32336.0,23.0
4422,-5.0,32335.0,23.0
4423,-4.54,32337.0,22.0
4424,-4.03,32338.0,22.0
4425,-3.56,32339.0,21.0
4426,-6.12,32340.0,21.0
4427,-5.74,32341.0,20.0
4428,-5.19,32342.0,20.0
4429,-4.65,32343.0,19.0
4430,-4.14,32344.0,19.0
4431,-6.6,32345.0,19.0
4432,-6.17,32346.0,20.0
4433,-5.56,32347.0,21.0
4434,-4.33,32348.0,22.0
4435,-4.33,32349.0,22.0
4436,-3.79,32350.0,22.0
4437,-6.51,32351.0,23.0
4438,-6.1,32352.0,23.0
4439,-5.46,32353.0,23.0
4440,-4.8,32354.0,23.0
4441,-4.19,32355.0,23.0
4442,-6.77,32356.0,23.0
4443,-6.32,32357.0,23.0
4444,-5.66,32358.0,23.0
4445,-5.0,32359.0,22.0
4446,-4.39,32360.0,22.0
4447,-6.89,32361.0,22.0
4448,-5.81,32363.0,21.0
4449,-6.45,32362.0,22.0
4450,-4.57,32365.0,21.0
4451,-4.57,32364.0,21.0
4452,-6.5,32367.0,20.0
4453,-6.97,32366.0,21.0
4454,-5.87,32368.0,20.0
4455,-5.23,32369.0,20.0
4456,-4.66,32370.0,20.0
4457,-7.0,32371.0,20.0
4458,-5.88,32373.0,21.0
4459,-6.52,32372.0,20.0
4460,-4.59,32374.0,22.0
4461,-4.59,32375.0,22.0
4462,-6.38,32376.0,22.0
4463,-6.38,32377.0,22.0
4464,-5.68,32378.0,22.0
4465,-4.99,32379.0,22.0
4466,-4.36,32380.0,22.0
4467,-6.78,32381.0,22.0
4468,-6.3,32382.0,22.0
4469,-5.64,32383.0,21.0
4470,-4.99,32384.0,21.0
4471,-4.39,32385.0,21.0
4472,-6.38,32387.0,20.0
4473,-6.85,32386.0,21.0
4474,-5.74,32388.0,20.0
4475,-5.1,32389.0,20.0
4476,-4.52,32390.0,20.0
4477,-4.01,32391.0,20.0
4478,-6.73,32392.0,20.0
4479,-6.3,32393.0,21.0
4480,-5.0,32395.0,22.0
4481,-5.66,32394.0,21.0
4482,-4.38,32396.0,22.0
4483,-6.9,32397.0,22.0
4484,-5.7,32398.0,22.0
4485,-5.7,32399.0,22.0
4486,-5.0,32400.0,22.0
4487,-4.36,32401.0,22.0
4488,-6.4,32403.0,22.0
4489,-6.89,32402.0,22.0
4490,-5.74,32404.0,21.0
4491,-5.08,32405.0,21.0
4492,-4.47,32406.0,21.0
4493,-6.96,32407.0,21.0
4494,-6.48,32408.0,21.0
4495,-5.83,32409.0,20.0
4496,-5.18,32410.0,20.0
4497,-4.58,32411.0,20.0
4498,-7.01,32412.0,20.0
4499,-6.51,32413.0,20.0
4500,-5.22,32415.0,21.0
4501,-5.87,32414.0,20.0
4502,-4.6,32416.0,21.0
4503,-6.9,32417.0,22.0
4504,-6.35,32418.0,22.0
4505,-5.63,32419.0,22.0
4506,-4.93,32420.0,22.0
4507,-4.29,32421.0,22.0
4508,-6.65,32422.0,22.0
4509,-5.46,32423.0,22.0
4510,-5.46,32424.0,22.0
4511,-4.8,32425.0,22.0
4512,-4.2,32426.0,21.0
4513,-3.67,32427.0,21.0
4514,-6.4,32428.0,21.0
4515,-5.99,32429.0,21.0
4516,-5.4,32430.0,21.0
4517,-4.79,32431.0,21.0
4518,-4.23,32432.0,20.0
4519,-6.72,32433.0,20.0
4520,-5.64,32435.0,20.0
4521,-6.26,32434.0,20.0
4522,-5.02,32436.0,20.0
4523,-4.46,32437.0,20.0
4524,-6.12,32440.0,22.0
4525,-3.94,32438.0,21.0
4526,-6.58,32439.0,21.0
4527,-5.46,32441.0,22.0
4528,-4.18,32443.0,22.0
4529,-4.79,32442.0,22.0
4530,-6.16,32445.0,22.0
4531,-6.65,32444.0,22.0
4532,-5.49,32446.0,22.0
4533,-4.82,32447.0,22.0
4534,-4.22,32448.0,22.0
4535,-6.66,32449.0,22.0
4536,-6.19,32450.0,22.0
4537,-5.55,32451.0,21.0
4538,-4.9,32452.0,21.0
4539,-4.31,32453.0,21.0
4540,-6.5,32455.0,21.0
4541,-3.79,32454.0,21.0
4542,-5.52,32457.0,20.0
4543,-5.52,32456.0,20.0
4544,-4.92,32458.0,20.0
4545,-4.36,32459.0,20.0
4546,-6.79,32460.0,20.0
4547,-6.33,32461.0,20.0
4548,-5.08,32463.0,21.0
4549,-5.71,32462.0,20.0
4550,-4.48,32464.0,22.0
4551,-3.92,32465.0,22.0
4552,-6.53,32466.0,22.0
4553,-6.09,32467.0,22.0
4554,-5.44,32468.0,22.0
4555,-4.77,32469.0,22.0
4556,-6.63,32471.0,22.0
4557,-4.16,32470.0,22.0
4558,-6.18,32472.0,22.0
4559,-5.54,32473.0,22.0
4560,-4.89,32474.0,22.0
4561,-4.3,32475.0,22.0
4562,-6.68,32476.0,21.0
4563,-6.22,32477.0,21.0
4564,-5.59,32478.0,21.0
4565,-4.96,32479.0,21.0
4566,-4.38,32480.0,21.0
4567,-6.69,32481.0,21.0
4568,-6.23,32482.0,20.0
4569,-5.61,32483.0,20.0
4570,-4.99,32484.0,20.0
4571,-4.42,32485.0,20.0
4572,-6.1,32488.0,20.0
4573,-3.92,32486.0,20.0
4574,-6.49,32487.0,20.0
4575,-4.88,32489.0,21.0
4576,-4.88,32490.0,21.0
4577,-4.29,32491.0,22.0
4578,-6.63,32492.0,22.0
4579,-6.14,32493.0,22.0
4580,-5.47,32494.0,22.0
4581,-4.8,32495.0,22.0
4582,-4.18,32496.0,22.0
4583,-6.55,32497.0,22.0
4584,-6.09,32498.0,22.0
4585,-5.45,32499.0,22.0
4586,-4.81,32500.0,22.0
4587,-4.23,32501.0,22.0
4588,-3.71,32502.0,21.0
4589,-6.05,32503.0,21.0
4590,-6.05,32504.0,21.0
4591,-5.48,32505.0,21.0
4592,-4.88,32506.0,21.0
4593,-4.33,32507.0,21.0
4594,-6.5,32508.0,20.0
4595,-6.06,32509.0,20.0
4596,-5.48,32510.0,20.0
4597,-4.89,32511.0,20.0
4598,-4.35,32512.0,20.0
4599,-5.02,32513.0,20.0
4600,-4.08,32515.0,21.0
4601,-4.58,32514.0,20.0
4602,-3.6,32516.0,21.0
4603,-3.15,32517.0,22.0
4604,-3.16,32518.0,22.0
4605,-2.79,32519.0,22.0
4606,-2.43,32520.0,22.0
4607,-2.1,32521.0,22.0
4608,-1.82,32522.0,22.0
4609,-1.7,32523.0,22.0
4610,-1.49,32524.0,22.0
4611,-1.29,32525.0,22.0
4612,-1.12,32526.0,22.0
4613,-0.98,32527.0,22.0
4614,-0.87,32528.0,21.0
4615,-0.76,32529.0,21.0
4616,-0.66,32530.0,21.0
4617,-0.51,32531.0,21.0
4618,-0.51,32532.0,21.0
4619,-0.44,32533.0,21.0
4620,-0.38,32534.0,20.0
4621,-0.33,32535.0,20.0
4622,-0.29,32536.0,20.0
4623,-0.26,32537.0,20.0
4624,-0.23,32538.0,20.0
4625,-0.19,32539.0,20.0
4626,-0.17,32540.0,20.0
4627,-0.16,32541.0,21.0
4628,-0.14,32542.0,21.0
4629,-0.13,32543.0,22.0
4630,-0.1,32544.0,22.0
4631,-0.09,32545.0,22.0
4632,-0.07,32546.0,22.0
4633,-0.06,32547.0,22.0
4634,-0.03,32548.0,22.0
4635,-0.03,32549.0,22.0
4636,-0.03,32550.0,22.0
4637,-0.02,32551.0,22.0
4638,-0.02,32552.0,22.0
4639,-0.02,32553.0,22.0
4640,-0.01,32554.0,21.0
4641,-0.01,32555.0,21.0
4642,-0.01,32556.0,21.0
4643,-0.01,32557.0,21.0
4644,-0.0,32559.0,21.0
4645,-0.0,32560.0,20.0
4646,-0.01,32558.0,21.0
4647,-0.01,32561.0,20.0
4648,-0.01,32562.0,20.0
4649,-0.01,32563.0,20.0
4650,0.0,32564.0,20.0
4651,0.0,32565.0,20.0
4652,-0.01,32566.0,20.0
4653,-0.01,32567.0,21.0
4654,-0.02,32568.0,21.0
4655,-0.01,32569.0,22.0
4656,-0.01,32570.0,22.0
4657,-0.01,32571.0,22.0
4658,-0.01,32572.0,22.0
4659,-0.01,32573.0,23.0
4660,0.01,32575.0,22.0
4661,0.0,32574.0,22.0
4662,0.0,32576.0,22.0
4663,0.0,32577.0,22.0
4664,-0.0,32578.0,22.0
4665,0.01,32579.0,22.0
4666,0.0,32580.0,21.0
4667,-0.0,32581.0,21.0
4668,-0.0,32582.0,21.0
4669,-0.0,32583.0,21.0
4670,0.0,32584.0,21.0
4671,0.0,32585.0,21.0
4672,0.0,32586.0,20.0
4673,-0.0,32587.0,20.0
4674,-0.0,32588.0,20.0
4675,0.0,32589.0,20.0
4676,0.0,32590.0,20.0
4677,0.0,32591.0,20.0
4678,-0.01,32592.0,20.0
4679,-0.02,32593.0,21.0
4680,-0.01,32594.0,21.0
4681,-0.01,32595.0,22.0
4682,-0.01,32596.0,22.0
4683,-0.01,32597.0,22.0
4684,-0.01,32598.0,22.0
4685,0.0,32599.0,22.0
4686,0.0,32600.0,22.0
4687,0.0,32601.0,22.0
4688,0.0,32602.0,22.0
4689,0.0,32603.0,22.0
4690,0.01,32604.0,22.0
4691,0.01,32605.0,22.0
4692,0.0,32607.0,21.0
4693,0.0,32606.0,21.0
4694,-0.0,32608.0,21.0
4695,0.0,32609.0,21.0
4696,0.0,32610.0,21.0
4697,0.0,32611.0,21.0
4698,-0.0,32612.0,20.0
4699,-0.0,32613.0,20.0
4700,0.0,32614.0,20.0
4701,0.0,32616.0,20.0
4702,0.0,32615.0,20.0
4703,-0.0,32617.0,20.0
4704,-0.02,32619.0,21.0
4705,-0.01,32618.0,20.0
4706,-0.01,32620.0,21.0
4707,-0.01,32622.0,22.0
4708,-0.01,32621.0,22.0
4709,0.0,32623.0,22.0
4710,0.0,32624.0,22.0
4711,0.01,32626.0,22.0
4712,0.01,32625.0,22.0
4713,0.01,32627.0,22.0
4714,0.0,32628.0,22.0
4715,0.0,32629.0,21.0
4716,0.0,32631.0,21.0
4717,0.0,32630.0,21.0
4718,0.0,32633.0,21.0
4719,-0.0,32632.0,21.0
4720,0.0,32634.0,21.0
4721,0.0,32635.0,21.0
4722,0.0,32636.0,21.0
4723,-0.0,32637.0,20.0
4724,-0.0,32638.0,20.0
4725,-0.01,32639.0,20.0
4726,0.0,32640.0,20.0
4727,0.0,32641.0,20.0
4728,0.0,32642.0,20.0
4729,-0.01,32643.0,20.0
4730,-0.02,32644.0,21.0
4731,-0.01,32645.0,21.0
4732,-0.01,32646.0,22.0
4733,-0.01,32647.0,22.0
4734,-0.01,32648.0,22.0
4735,-0.01,32649.0,22.0
4736,-0.0,32650.0,22.0
4737,0.0,32651.0,22.0
4738,0.0,32652.0,22.0
4739,0.0,32653.0,22.0
4740,0.0,32654.0,22.0
4741,0.01,32655.0,22.0
4742,0.01,32656.0,22.0
4743,0.0,32657.0,21.0
4744,0.0,32658.0,21.0
4745,-0.0,32659.0,21.0
4746,0.01,32660.0,21.0
4747,0.0,32661.0,21.0
4748,0.0,32662.0,20.0
4749,-0.0,32663.0,20.0
4750,0.0,32665.0,20.0
4751,-0.0,32664.0,20.0
4752,0.0,32666.0,20.0
4753,-0.0,32667.0,20.0
4754,-0.01,32668.0,20.0
4755,-0.02,32669.0,21.0
4756,-0.01,32670.0,21.0
4757,-0.01,32671.0,22.0
4758,-0.01,32672.0,22.0
4759,-0.01,32673.0,22.0
4760,-0.01,32674.0,22.0
4761,0.0,32675.0,22.0
4762,0.0,32676.0,22.0
4763,0.0,32677.0,22.0
4764,0.0,32678.0,22.0
4765,0.0,32679.0,22.0
4766,0.01,32680.0,22.0
4767,0.01,32681.0,21.0
4768,0.0,32682.0,21.0
4769,0.0,32683.0,21.0
4770,-0.0,32684.0,21.0
4771,0.0,32685.0,21.0
4772,0.0,32686.0,20.0
4773,0.0,32687.0,20.0
4774,-0.0,32689.0,20.0
4775,0.0,32690.0,20.0
4776,-0.0,32688.0,20.0
4777,0.0,32691.0,20.0
4778,-0.0,32692.0,20.0
4779,-0.01,32693.0,21.0
4780,-0.02,32694.0,21.0
4781,-0.02,32695.0,22.0
4782,-0.01,32696.0,22.0
4783,-0.01,32697.0,22.0
4784,-0.01,32698.0,22.0
4785,-0.01,32699.0,22.0
4786,-0.0,32700.0,22.0
4787,0.01,32701.0,22.0
4788,0.01,32702.0,22.0
4789,0.0,32703.0,22.0
4790,0.0,32704.0,22.0
4791,-0.0,32705.0,21.0
4792,0.01,32706.0,21.0
4793,0.0,32707.0,21.0
4794,0.0,32708.0,21.0
4795,-0.0,32709.0,21.0
4796,-0.0,32710.0,20.0
4797,0.0,32711.0,20.0
4798,0.0,32712.0,20.0
4799,-0.0,32714.0,20.0
4800,-0.0,32713.0,20.0
4801,-0.01,32715.0,20.0
4802,-0.0,32716.0,20.0
4803,-0.01,32717.0,21.0
4804,-0.01,32718.0,21.0
4805,-0.02,32719.0,22.0
4806,-0.01,32721.0,22.0
4807,-0.02,32720.0,22.0
4808,-0.01,32722.0,22.0
4809,-0.01,32723.0,22.0
4810,0.0,32724.0,22.0
4811,0.01,32725.0,22.0
4812,0.01,32726.0,22.0
4813,0.0,32727.0,22.0
4814,0.0,32728.0,22.0
4815,0.01,32729.0,21.0
4816,0.0,32730.0,21.0
4817,0.0,32731.0,21.0
4818,-0.0,32732.0,21.0
4819,-0.0,32733.0,21.0
4820,-0.01,32734.0,20.0
4821,0.0,32735.0,20.0
4822,0.0,32736.0,20.0
4823,0.0,32737.0,20.0
4824,-0.0,32738.0,20.0
4825,-0.01,32739.0,20.0
4826,-0.0,32740.0,20.0
4827,-0.01,32741.0,21.0
4828,-0.01,32742.0,21.0
4829,-0.02,32743.0,22.0
4830,-0.01,32745.0,22.0
4831,-0.02,32744.0,22.0
4832,-0.01,32746.0,22.0
4833,-0.0,32747.0,22.0
4834,-0.0,32748.0,22.0
4835,0.0,32749.0,22.0
4836,0.01,32750.0,22.0
4837,0.01,32751.0,22.0
4838,0.0,32753.0,21.0
